Invoice ID,Customer ID,Customer Name,Invoice Type,Status,Invoice Date,Due Date,Available Discount,Amount,Balance Due,Email,Copy Email,Currency,PO Number,Payment Terms,Comments,Discount,Freight,Miscellaneous Cost,Subtotal,Tax Amount,Billing Address Name,Billing Address1,Billing Address2,Billing City,Billing State,Billing Zip,Billing Country,Shipping Address Name,Shipping Address1,Shipping Address2,Shipping City,Shipping State,Shipping Zip,Shipping Country
SVC120002,FRANCHIS0001,Franchise Office Machines,SERVICE & REPAIR,Outstanding,01/01/2024,02/18/2024,,"$2,977.74","$2,977.74",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,977.74",$0.00,Customer Orders,456 Sherwood Park South,,Arlington Heights,IL,6004-2922,USA,Keiry Lanios,,,Arlington Heights,IL,6004-2922,USA
SVC15031,DIRECTMA0001,Direct Marketers,SERVICE & REPAIR,Outstanding,01/01/2024,02/18/2024,,"$3,598.75","$3,598.75",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,598.75",$0.00,Carlos Romero,8765 9 St. W.,,St. Paul,MN,55101-8011,USA,Carlos Romero,8765 9 St. W.,,St. Paul,MN,55101-8011,USA
SLS126000,SNELLING0001,Snelling Communications Inc.,Default,Paid,01/01/2024,02/18/2024,,"$46,546.03",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$43,500.96","$3,045.07",Loren Shay,4321 East Wisconsin Ave.,,Chicago,IL,60604-4100,USA,Loren Shay,4321 East Wisconsin Ave.,,Chicago,IL,60604-4100,USA
SLS15063,DOLLISCO0001,Dollis Cove Resort,Default,Paid,01/01/2024,02/18/2024,,"$9,535.41",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$8,911.60",$623.81,Martin Duckett,Box 342,,Charlottetown,PE,C3G 3W6,Canada,Phyllis Duckett,765 Kingway,,Charlottetown,PEI,C3G 3W6,Canada
SLS115003,COHOWINE0001,Coho Wintery,Default,Paid,01/01/2024,02/18/2024,,"$8,281.52",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$8,281.52",$0.00,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA
SLS11011,ALTONMAN0001,Alton Manufacturing,Default,Paid,01/01/2024,02/18/2024,,"$27,138.56",$0.00,,,Z-US$,,,,$516.93,$0.00,$0.00,"$25,846.25","$1,809.24",Jennifer Rossini,P.O. Box 3343,,Detroit,MI,48233-3343,USA,Ron Garland,348 23 East Ave,,Detroit,MI,48233-3343,USA
SVC13012,ADAMPARK0001,Adam Park Resort,Default,Paid,01/01/2024,02/18/2024,,"$2,477.31",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,477.31",$0.00,Roberta Masouras,P.O. Box 1391,,Indianapolis,IN,46206-1391,USA,Roberta Masouras,Suite 9876,321 Chestnut Drive,Indianapolis,IN,46206-1391,USA
SVC12082,COMPUTER0002,Computers Unlimited,Default,Paid,01/01/2024,02/18/2024,,$233.24,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$217.98,$15.26,Purchasing,9876 Bernard St.,,Edmonton,AB,T5J 2G5,Canada,Emily Vincent,107 19 St,,Edmonton,AB,T5J 2G5,Canada
SVC110013,SUPERFOO0001,Super Foods Plus,SERVICE & REPAIR,Outstanding,01/01/2024,02/16/2024,,"$1,266.39","$1,266.39",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,266.39",$0.00,Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA,Isaac Frye,6543 N.E. Pusher Rd.,,Detroit,MI,48233-1232,USA
SVC11082,PLACEONE0001,Place One Suites,SERVICE & REPAIR,Outstanding,01/01/2024,02/16/2024,,"$1,843.47",$171.86,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,722.87",$120.60,Foster Reed,Box 1409,,Vancouver,BC,V6C 3J9,Canada,Roger Bridges,4567 East River Road,,Vancouver,BC,V6C 3J9,Canada
SLS11091,COUNTRYV0001,Country View Estates,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$21,861.81","$21,861.81",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$19,432.72","$2,429.09",Beth Talbot,123 Albert Ave,,Palmerston North,,,New Zealand,Wes Stevens,22 Patterson St.,,Palmerston North,,,New Zealand
SLS110002,HOLLINGC0001,Holling Communications Inc.,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$9,324.11","$9,324.11",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$8,714.12",$609.99,Ed Holling,123 Sugar Grove,,Columbia,MO,65201-3846,USA,Ed Holling,123 Sugar Grove,,Columbia,MO,65201-3846,USA
SLS118000,DOWNTOWN001,Downtown Hotel,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$3,500.00","$3,500.00",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,500.00",$0.00,Yolanda Neilson,987 Chestnut Avenue,,Chicago,IL,60618-2991,,Yolanda Neilson,987 Chestnut Avenue,,Chicago,IL,60618-2991,
SLS110004,HOLLINGC0001,Holling Communications Inc.,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$1,389.74","$1,389.74",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,389.74",$0.00,Ed Holling,123 Sugar Grove,,Columbia,MO,65201-3846,USA,Ed Holling,123 Sugar Grove,,Columbia,MO,65201-3846,USA
SLS15081,RIVERSID0001,Riverside University,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$7,911.33","$7,911.33",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$7,393.77",$517.56,Morgan Bishop,5678 Herman St.,,Vancouver,BC,V6E 3J7,Canada,Morgan Bishop,5678 Herman St.,,Vancouver,BC,V6E 3J7,Canada
SLS17082,PLACEMAD0001,Place & MacDero Associates,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$17,443.72",$499.17,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$16,302.54","$1,141.18",Phillip Stewart,Box 473,,Calgary,AB,T2P 4G7,Canada,Phillip Stewart,9876 Willingdon,,Calgary,AB,T2P 4G7,Canada
SLS123001,NETWORKS0001,Network Solutions,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$10,170.11","$10,170.11",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$9,504.78",$665.33,Roseanne Polk,PO Box 2345,,Lake Zurich,IL,60047-1115,USA,Roseanne Polk,PO Box 2345,,Lake Zurich,IL,60047-1115,USA
SLS14081,COMMUNIC0002,Communication Connections,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$3,197.95","$3,197.95",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,988.74",$209.21,Accounting,Suite 65,25 Main St,Vancouver,BC,V6C 4D2,Canada,Al Reyko,765 Curtis,,Vancouver,BC,V6C 4D2,Canada
SLS18081,VANCOUVE0001,Vancouver Resort Hotels,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/15/2024,,"$23,428.33","$23,428.33",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$21,895.64","$1,532.69",Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,432 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
SVC11051,CONTINEN0001,Continental Properties,SERVICE & REPAIR,Outstanding,01/01/2024,02/15/2024,,"$1,228.65","$1,228.65",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,023.87",$204.78,Robert Hadley,Box 334,,Sydney,NSW,2000,Australia,Robert Hadley,678 Falcon,,Sydney,NSW,2000,Australia
SLS12061,LECLERC0001,LeClerc & Associates,Default,Paid,01/01/2024,02/15/2024,,"$2,781.65",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,599.67",$181.98,Claire Dionne,Box 1283,,Montreal,PQ,H4Q 6J8,Canada,Claire Dionne,4321 West Broadway,,Montreal,PQ,H4Q 6J8,Canada
SLS115002,COHOWINE0001,Coho Wintery,Default,Paid,01/01/2024,02/15/2024,,"$10,673.27",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,975.02",$698.25,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA,Brian Nypen,234 Hickman St.,,Springfield,IL,62703,USA
SLS11072,ADVANCED0002,Advanced Tech Satellite System,Default,Paid,01/01/2024,02/15/2024,,"$10,212.30",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,544.21",$668.09,Grant Lasko,8765 66 Ave.,,Toronto,ON,M8D 7R5,Canada,Colm Cante,97 48 Ave,,Toronto,ON,M8D 7R5,Canada
SLS116004,REYNOLDS0001,Reynolds State College,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/14/2024,,"$13,466.75","$13,466.75",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$12,585.75",$881.00,Alan Swedburg,456 College Drive,,Benton Harbor,MI,49022-9090,USA,Alan Swedburg,456 College Drive,,Benton Harbor,MI,49022-9090,USA
SLS112002,CENTRALI0001,Central Illinois Hospital,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/14/2024,,"$5,405.75","$5,405.75",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$5,405.75",$0.00,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA
SLS17003,MIDLANDC0001,Midland Construction,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/14/2024,,"$1,513.84",$720.25,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,414.80",$99.04,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA
SLS17032,METROPOL0001,Metropolitan Fiber Systems,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/14/2024,,"$16,000.00","$16,000.00",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$16,000.00",$0.00,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
SLS13062,NORTHERN0002,Northern Family Hospital,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/14/2024,,"$3,094.71","$3,094.71",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,892.25",$202.46,Ellen McDonald,987 Royal Park Centre,,St. John's,NF,A1C 1K4,Canada,Ellen McDonald,987 Royal Park Centre,,St. John's,NF,A1C 1K4,Canada
SLS111031,MARGIEST0001,Margie's Travel,Default,Paid,01/01/2024,02/14/2024,,"$9,500.00",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,500.00",$0.00,Ruth Hunter,6789 82 Ave S.,,Minneapolis,MN,55402-1249,USA,Ruth Hunter,6789 82 Ave S.,,Minneapolis,MN,55402-1249,USA
SLS16020,MULTITEC0001,Multitech Office Components,Default,Paid,01/01/2024,02/14/2024,,"$2,764.91",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,764.91",$0.00,Sales & Service,1085 Sunlight Place,,Iowa City,IA,52230-1940,USA,Sales & Service,1234 Sunlight Place,,Iowa City,IA,52230-1940,USA
SLS17012,CRAWFORD0001,"Crawfords, Inc.",INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/13/2024,,"$3,946.66","$3,946.66",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,946.66",$0.00,Milton Olmstead,321 Park Drive,,Columbia,MO,65201-3322,USA,Milton Olmstead,321 Park Drive,,Columbia,MO,65201-3322,USA
SLS18002,DIALDIRE0001,Dial Direct Paging Inc.,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/13/2024,,"$12,043.29","$2,534.11",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$11,255.41",$787.88,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA,Ming Zhu,1234 SE Marine,,St. Louis,MO,63155-2343,USA
SLS19003,GREENWAY0001,Greenway Foods,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/13/2024,,"$16,548.96","$16,548.96",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$15,466.32","$1,082.64",Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA,Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA
SLS14013,ASTORSUI0001,Astor Suites,INVOICE WITHOUT ITEMS,Paid,01/01/2024,02/13/2024,,"$4,338.82",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,338.82",$0.00,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
SLS14063,NOVASCOT0001,Novia Scotia Tech. Institute,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/13/2024,,"$2,093.85","$2,093.85",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,956.87",$136.98,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada
SVC14093,COMPUTER0003,Computer Equipment Leasing,SERVICE & REPAIR,Outstanding,01/01/2024,02/13/2024,,"$1,859.64","$1,859.64",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,859.64",$0.00,Joan Swift,123 Churchill Rd,,Sydney,NSW,2000,Australia,Alan Stewart,58 Churchill Rd,,Sydney,NSW,2000,Australia
SVC13081,OFFICEDE0001,Office Design Systems Ltd,SERVICE & REPAIR,Outstanding,01/01/2024,02/13/2024,,"$1,909.44","$1,909.44",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,784.52",$124.92,Bernard Bakke,Place 123 Suite 3,123 Main Ave.,Winnipeg,MB,R3M 2G6,Canada,Vincent Thorne,945 57 St,,Lethbridge,AB,R3M 2G6,Canada
SLS115000,MIDCITYH0001,Mid-City Hospital,Default,Paid,01/01/2024,02/13/2024,,"$10,716.72",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,735.25",$981.47,Glen Math,9876 N. Pioneer Road,,Gary,IN,46401-4211,USA,Glen Math,9876 N. Pioneer Road,,Gary,IN,46401-4211,USA
SLS14031,LASERMES0001,Laser Messenger Service,Default,Paid,01/01/2024,02/13/2024,,"$9,808.05",$0.00,,,Z-US$,,,,$186.82,$0.00,$0.00,"$9,341.00",$653.87,Dennis Swenson,98765 Crossway Park Dr,,Bloomington,MN,55304-9840,USA,Dennis Swenson,98765 Crossway Park Dr,,Bloomington,MN,55304-9840,USA
SLS14012,ASTORSUI0001,Astor Suites,Default,Paid,01/01/2024,02/13/2024,,"$10,823.41",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$10,109.45",$713.96,Business Office,987 West Alaska Ave,,Gary,IN,46401-3455,USA,Pat Turner,436 Mitchell St. N.,,Gary,IN,46401-3455,USA
SLS117000,NORTHERN0001,Northern State College,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/12/2024,,"$1,986.25",$126.62,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,856.31",$129.94,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA
SLS15080,RIVERSID0001,Riverside University,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/12/2024,,"$2,663.20","$2,663.20",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,488.97",$174.23,Morgan Bishop,5678 Herman St.,,Vancouver,BC,V6E 3J7,Canada,Morgan Bishop,5678 Herman St.,,Vancouver,BC,V6E 3J7,Canada
SLS124002,ISNINDUS0001,ISN Industries,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/12/2024,,"$9,856.74","$9,856.74",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$9,856.74",$0.00,Sheila Crossman,987 Union Circle,,Lockport,IL,60441-2239,USA,Sheila Crossman,987 Union Circle,,Lockport,IL,60441-2239,USA
SVC11020,ASSOCIAT0001,Associated Insurance Company,SERVICE & REPAIR,Outstanding,01/01/2024,02/12/2024,,$825.64,$397.64,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$825.64,$0.00,Dmitry Rodin,Box 3849,,Lincoln,NE,68502-3849,USA,Dmitry Rodin,321 Garden Mall,,Lincoln,NE,68502-3849,USA
SVC117001,NORTHERN0001,Northern State College,SERVICE & REPAIR,Outstanding,01/01/2024,02/12/2024,,"$1,799.04","$1,799.04",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,799.04",$0.00,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA,Steven Chang,234 Lee Ridge Road,,Chicago,IL,60604-2670,USA
SVC13013,ADVANCED0001,Advanced Paper Co.,SERVICE & REPAIR,Paid,01/01/2024,02/12/2024,,"$1,684.79",$0.00,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,684.79",$0.00,Manoj Monat,456 19th Street S.,,Chicago,IL,60603-911,USA,Manoj Monat,456 19th Street S.,,Chicago,IL,60603-911,USA
SLS11081,PLACEONE0001,Place One Suites,Default,Paid,01/01/2024,02/12/2024,,"$16,940.87",$0.00,,,Z-US$,,,,$322.68,$0.00,$0.00,"$16,134.16","$1,129.39",Foster Reed,Box 1409,,Vancouver,BC,V6C 3J9,Canada,Roger Bridges,4567 East River Road,,Vancouver,BC,V6C 3J9,Canada
SLS18080,VANCOUVE0001,Vancouver Resort Hotels,Default,Paid,01/01/2024,02/12/2024,,"$8,923.95",$0.00,,,Z-US$,,,,$169.98,$0.00,$0.00,"$8,499.00",$594.93,Janice Walton,Box 1455,,Vancouver,BC,V6E 3J7,Canada,Wilson Jones,432 12 Ave. North,,Vancouver,BC,V6E 3J7,Canada
SLS13012,ADVANCED0001,Advanced Paper Co.,Default,Paid,01/01/2024,02/12/2024,,"$10,706.18",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$10,005.78",$700.40,Manoj Monat,456 19th Street S.,,Chicago,IL,60603-911,USA,Manoj Monat,456 19th Street S.,,Chicago,IL,60603-911,USA
SVC17031,METROPOL0001,Metropolitan Fiber Systems,Default,Paid,01/01/2024,02/12/2024,,$825.59,$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,$825.59,$0.00,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA,Sales Dept.,5678 W. Jackson Ave,,Milwaukee,WI,53202-5713,USA
SLS112001,CENTRALI0001,Central Illinois Hospital,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$8,896.83","$2,896.83",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$8,314.79",$582.04,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA,Robert Keith,765 West 24th Street,,Peoria,IL,61601-4542,USA
SLS110031,PLAZAONE0001,Plaza One,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$14,515.09","$11,092.98",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$13,565.50",$949.59,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA,Mike Unjhem,2345 42 St. W,,Woodbury,MN,55119,USA
SLS114012,NATIONAL0001,National Shopping World,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$4,949.68","$4,949.68",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$4,625.87",$323.81,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA,Gary Backer,123 Apple Grove Square,,Indianapolis,IN,46205-2393,USA
SLS119001,JOHNSONK0001,"Johnson, Kimberly",INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$8,573.98","$8,573.98",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$8,573.98",$0.00,Rachel White,P.O. Box 374,,Rockford,IL,61125-6755,USA,"Dr. Kimberly Johnson, M.D.",5678 S. 42nd Ave.,,Rockford,IL,61125-6755,USA
SLS14062,NOVASCOT0001,Novia Scotia Tech. Institute,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$7,382.51","$7,382.51",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$6,899.54",$482.97,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada,Stephen Porter,543 Abbot Ave.,,Halifax,NS,B5P 7D7,Canada
SLS13061,NORTHERN0002,Northern Family Hospital,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$8,153.71","$8,153.71",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$7,620.29",$533.42,Ellen McDonald,987 Royal Park Centre,,St. John's,NF,A1C 1K4,Canada,Ellen McDonald,987 Royal Park Centre,,St. John's,NF,A1C 1K4,Canada
SLS14091,COMPUTER0003,Computer Equipment Leasing,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$7,621.55","$4,063.46",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$6,351.29","$1,270.26",Joan Swift,123 Churchill Rd,,Sydney,NSW,2000,Australia,Alan Stewart,58 Churchill Rd,,Sydney,NSW,2000,Australia
SVC113001,HEARTLAN0001,Heartland Tower Systems,SERVICE & REPAIR,Outstanding,01/01/2024,02/11/2024,,"$2,109.87","$2,109.87",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,109.87",$0.00,Jean Thompson,P.O. Box 8392,,Kansas City,MO,64108,USA,John Matthews,9876 Stevens Street,,Kansas City,MO,64108,USA
SVC116001,POLKVALL0001,Polk Valley Highway Dept.,SERVICE & REPAIR,Outstanding,01/01/2024,02/11/2024,,"$2,399.74","$2,399.74",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$2,399.74",$0.00,Administration Office,Rural Route 123 Box 45G,,McHenry,IL,60050,USA,Administration Office,Rural Route 123 Box 45G,,McHenry,IL,60050,USA
SVC11004,AARONFIT0001,Aaron Fitz Electrical,SERVICE & REPAIR,Outstanding,01/01/2024,02/11/2024,,"$1,859.63","$1,859.63",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,859.63",$0.00,Bob Fitz,One Microsoft Way,,Redmond,WA,98052-6399,USA,Bob Fitz,11403 45 St. South,,Chicago,IL,98052-6399,USA
SVC16000,CENTRALC0001,Central Communications LTD,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/11/2024,,"$1,369.87",$342.47,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,369.87",$0.00,Phil Watson,1012 Aukland St. West,Dept. A,Chicago,IL,60601-2333,USA,Mary Weist,2345 Aukland St. West,,Chicago,IL,60601-2333,USA
SVC12010,ATMORERE0001,Atmore Retirement Center,SERVICE & REPAIR,Outstanding,01/01/2024,02/11/2024,,"$1,569.74","$1,569.74",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$1,569.74",$0.00,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA,Jane Donato,567 W 7th St.,,Bloomington,IL,61701-9392,USA
SVC19011,MANCHEST0001,Manchester Suites,SERVICE & REPAIR,Outstanding,01/01/2024,02/11/2024,,$258.97,$258.97,,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,$258.97,$0.00,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA,,678 W Orange Ave,,Lafayette,IN,47905-5855,USA
SLS19021,BLUEYOND0001,Blue Yonder Airlines,Default,Paid,01/01/2024,02/11/2024,,"$10,165.00",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$9,500.00",$665.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1234,,Wichita,KS,67201,USA
SLS11031,COMPUTEC0001,Compu-Tech Solutions,Default,Paid,01/01/2024,02/11/2024,,"$4,906.76",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$4,585.75",$321.01,Jia Zhou,P.O. Box 2734,,Green Bay,WI,54305-5303,USA,Jia Zhou,23456 Meridan St. N.E.,,Green Bay,WI,54305-5303,USA
SLS117011,BAKERSEM0001,Baker's Emporium Inc.,Default,Paid,01/01/2024,02/11/2024,,"$19,831.88",$0.00,,,Z-US$,,,,$377.75,$0.00,$0.00,"$18,887.50","$1,322.13",Arthur Holmes,789 University Ave,,Fort Wayne,IN,46802-3918,USA,Arthur Holmes,789 University Ave,,Fort Wayne,IN,46802-3918,USA
SVC17012,MIDLANDC0001,Midland Construction,Default,Paid,01/01/2024,02/11/2024,,"$2,966.78",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$2,966.78",$0.00,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA,David Harris,5678 Fraser Ave N.,,Mishawaka,IN,46544,USA
SLS118010,UNIFIEDW0001,Unified Wire and Cable Systems,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/08/2024,,"$27,710.38","$27,710.38",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$25,897.55","$1,812.83",Todd Quinn,123 N. Meriam Ave,,Grand Rapids,MI,49548,USA,Todd Quinn,123 N. Meriam Ave,,Grand Rapids,MI,49548,USA
SLS19001,GREENWAY0001,Greenway Foods,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/08/2024,,"$3,687.45","$3,674.76",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$3,687.45",$0.00,Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA,Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA
SLS13080,OFFICEDE0001,Office Design Systems Ltd,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/08/2024,,"$7,978.83","$7,978.83",,,Z-US$,,Net 30,,$0.00,$0.00,$0.00,"$7,456.65",$522.18,Bernard Bakke,Place 123 Suite 3,123 Main Ave.,Winnipeg,MB,R3M 2G6,Canada,Vincent Thorne,945 57 St,,Lethbridge,AB,R3M 2G6,Canada
SLS124001,ISNINDUS0001,ISN Industries,INVOICE WITHOUT ITEMS,Outstanding,01/01/2024,02/08/2024,,"$18,696.50",$0.10,,,Z-US$,,Net 30,,$356.12,$0.00,$0.00,"$17,806.19","$1,246.43",Sheila Crossman,987 Union Circle,,Lockport,IL,60441-2239,USA,Sheila Crossman,987 Union Circle,,Lockport,IL,60441-2239,USA
SLS19020,BLUEYOND0001,Blue Yonder Airlines,Default,Paid,01/01/2024,02/08/2024,,"$4,703.82",$0.00,,,Z-US$,,,,$0.00,$0.00,$0.00,"$4,703.82",$0.00,,P.O. Box 5415,,Wichita,KS,67201,USA,Lt. James Whitson,P.O. Box 1234,,Wichita,KS,67201,USA
SLS19002,GREENWAY0001,Greenway Foods,Default,Paid,01/01/2024,02/08/2024,,$666.23,$0.00,,,Z-US$,,,,$12.69,$0.00,$0.00,$634.50,$44.42,Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA,Purchasing & Sales,87654 N 19th Avenue,,Chicago,IL,60601-6363,USA
